months_as_customer,age,policy_state,policy_csl,policy_detuctable,policy_monthly_premium,policy_annual_premium,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,incident_date,incident_type,collision_type,incident_severity,incident_state,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_year,fraud_reported,total_policy_premium_by_months_customer
381,55,Ohio,500/1000,500,"12,167",145999,FEMALE,MD,other-service,chess,wife,12/1/2015,Single Vehicle Collision,Rear Collision,Major Damage,SC,8,1,YES,1,YES,60600,12120,6060,42420,Accura,2011,NO,4635468
145,34,Indiana,100/300,1000,"9,521",114248,FEMALE,JD,priv-house-serv,sleeping,other-relative,13/01/2015,Single Vehicle Collision,Side Collision,Total Loss,NC,18,1,YES,2,NO,52250,9500,4750,38000,Suburu,2012,NO,1380497
1,33,Ohio,250/500,2000,"11,597",139163,MALE,Associate,sales,video-games,husband,26/02/2015,Single Vehicle Collision,Side Collision,Total Loss,NY,23,1,YES,0,NO,69400,6940,6940,55520,Mercedes,2000,NO,11597
5,21,Indiana,250/500,500,"7,628",91541,FEMALE,High School,exec-managerial,sleeping,own-child,11/2/2015,Single Vehicle Collision,Side Collision,Total Loss,NY,23,1,YES,0,NO,40500,4050,4050,32400,Nissan,1998,NO,38142
142,30,Indiana,500/1000,500,"11,773",141276,MALE,PhD,armed-forces,basketball,wife,10/1/2015,Single Vehicle Collision,Side Collision,Minor Damage,WV,22,1,YES,2,NO,67320,11220,11220,44880,Volkswagen,1996,NO,1671766
90,31,Ohio,250/500,2000,"7,927",95127,FEMALE,PhD,other-service,hiking,not-in-family,6/1/2015,Single Vehicle Collision,Rear Collision,Total Loss,SC,2,1,YES,1,YES,75790,13780,6890,55120,Accura,2007,NO,713453
266,42, Illinois,500/1000,1000,"6,364",76367,MALE,Associate,prof-specialty,movies,own-child,4/2/2015,Single Vehicle Collision,Side Collision,Total Loss,SC,12,1,YES,1,YES,70830,7870,7870,55090,Jeep,2005,NO,1692802
190,38,Ohio,250/500,500,"10,384",124603,MALE,JD,craft-repair,movies,unmarried,28/01/2015,Single Vehicle Collision,Side Collision,Total Loss,NY,14,1,YES,0,NO,45100,9020,4510,31570,Nissan,2013,NO,1972881
213,35,Ohio,250/500,500,"7,262",87146,MALE,MD,tech-support,movies,husband,22/01/2015,Single Vehicle Collision,Side Collision,Total Loss,SC,13,1,YES,2,YES,74140,13480,6740,53920,Ford,2007,NO,1546842
245,40, Illinois,500/1000,1000,"11,345",136145,MALE,PhD,handlers-cleaners,camping,unmarried,15/02/2015,Single Vehicle Collision,Rear Collision,Minor Damage,OH,12,1,YES,0,YES,82170,7470,7470,67230,Suburu,1999,NO,2779627
163,36,Indiana,250/500,1000,"12,527",150321,MALE,MD,other-service,cross-fit,husband,28/02/2015,Single Vehicle Collision,Side Collision,Total Loss,WV,1,1,YES,2,NO,51390,5710,11420,34260,Toyota,2013,NO,2041860
295,46,Indiana,100/300,500,"13,941",167288,FEMALE,High School,armed-forces,dancing,wife,17/02/2015,Single Vehicle Collision,Rear Collision,Minor Damage,NY,5,1,YES,1,NO,60700,12140,6070,42490,Honda,1997,NO,4112497
328,48,Ohio,250/500,1000,"11,724",140691,MALE,MD,craft-repair,sleeping,husband,25/01/2015,Single Vehicle Collision,Side Collision,Major Damage,SC,5,1,YES,1,YES,71610,6510,13020,52080,Saab,2004,YES,3845554
180,38,Ohio,250/500,2000,"10,843",130113,FEMALE,College,machine-op-inspct,board-games,not-in-family,15/01/2015,Single Vehicle Collision,Rear Collision,Total Loss,SC,12,1,NO,0,YES,46200,4200,8400,33600,Dodge,2003,YES,1951695
147,33,Ohio,100/300,1000,"11,118",133415,MALE,High School,craft-repair,reading,not-in-family,24/01/2015,Single Vehicle Collision,Front Collision,Major Damage,WV,15,1,YES,2,YES,53100,10620,5310,37170,Mercedes,1995,YES,1634334
107,31,Indiana,250/500,500,"10,327",123922,FEMALE,High School,tech-support,paintball,not-in-family,30/01/2015,Single Vehicle Collision,Side Collision,Minor Damage,SC,12,1,YES,0,NO,89700,13800,13800,62100,Audi,2009,YES,1104971
222,41,Ohio,100/300,2000,"8,796",105553,FEMALE,MD,armed-forces,cross-fit,not-in-family,8/2/2015,Single Vehicle Collision,Front Collision,Total Loss,WV,7,1,NO,0,NO,61290,6810,6810,47670,Honda,1995,YES,1952731
325,47,Indiana,500/1000,1000,"14,086",169027,FEMALE,Associate,protective-serv,hiking,not-in-family,14/01/2015,Single Vehicle Collision,Side Collision,Major Damage,VA,11,1,YES,0,NO,72930,6630,6630,59670,Dodge,2006,YES,4577815
206,36, Illinois,500/1000,500,"13,545",162545,FEMALE,MD,other-service,video-games,other-relative,23/01/2015,Single Vehicle Collision,Front Collision,Major Damage,NY,11,1,NO,2,NO,76560,12760,12760,51040,Ford,2008,YES,2790356
274,43,Ohio,100/300,2000,"11,269",135231,MALE,College,farming-fishing,basketball,wife,6/2/2015,Single Vehicle Collision,Front Collision,Major Damage,NY,22,1,YES,0,YES,63840,10640,10640,42560,BMW,2006,YES,3087775
375,50,Ohio,100/300,1000,"10,628",127539,MALE,Associate,sales,bungie-jumping,other-relative,12/2/2015,Single Vehicle Collision,Front Collision,Major Damage,NY,16,1,YES,2,NO,37280,0,0,37280,Audi,1996,YES,3985594
112,30,Ohio,500/1000,1000,"9,721",116654,FEMALE,Masters,prof-specialty,sleeping,not-in-family,21/01/2015,Single Vehicle Collision,Front Collision,Major Damage,SC,3,1,YES,2,NO,107900,10790,21580,75530,Dodge,1997,YES,1088771
125,35,Ohio,500/1000,500,"8,790",105483,MALE,JD,tech-support,cross-fit,husband,25/02/2015,Single Vehicle Collision,Front Collision,Total Loss,NY,17,1,YES,2,NO,88660,8060,16120,64480,Mercedes,2007,YES,1098781
246,44,Ohio,250/500,2000,"13,743",164918,MALE,College,farming-fishing,base-jumping,other-relative,22/02/2015,Single Vehicle Collision,Front Collision,Major Damage,NY,18,1,YES,1,YES,61380,11160,5580,44640,Honda,2009,YES,3380819
177,38, Illinois,100/300,2000,"12,835",154019,FEMALE,College,adm-clerical,skydiving,other-relative,1/2/2015,Single Vehicle Collision,Front Collision,Major Damage,VA,20,1,YES,2,NO,73700,7370,7370,58960,Chevrolet,2001,YES,2271780
371,51,Indiana,500/1000,1000,"12,771",153247,FEMALE,Associate,tech-support,golf,other-relative,19/01/2015,Single Vehicle Collision,Rear Collision,Major Damage,NY,7,1,YES,0,YES,75400,7540,15080,52780,Dodge,2012,YES,4737886
279,43,Ohio,500/1000,2000,"10,677",128125,MALE,Associate,machine-op-inspct,cross-fit,other-relative,17/01/2015,Single Vehicle Collision,Side Collision,Major Damage,SC,13,1,YES,0,NO,57690,6410,12820,38460,Mercedes,2010,YES,2978906
88,25,Indiana,250/500,1000,100,1194,FEMALE,JD,handlers-cleaners,movies,husband,13/02/2015,Single Vehicle Collision,Rear Collision,Major Damage,SC,6,1,YES,1,YES,66780,7420,7420,51940,Ford,2013,YES,8756
85,30,Indiana,500/1000,1000,"12,120",145442,MALE,Associate,protective-serv,reading,other-relative,31/01/2015,Single Vehicle Collision,Side Collision,Major Damage,NY,19,1,YES,0,YES,74280,12380,12380,49520,Suburu,2006,YES,1030214
78,31,Indiana,250/500,1000,"12,955",155464,MALE,PhD,protective-serv,board-games,own-child,3/2/2015,Single Vehicle Collision,Front Collision,Major Damage,WV,21,1,NO,1,NO,55660,5060,10120,40480,Honda,2009,YES,1010516
289,46, Illinois,250/500,2000,"10,076",120907,MALE,JD,armed-forces,chess,unmarried,28/02/2015,Single Vehicle Collision,Rear Collision,Minor Damage,NC,18,1,YES,0,YES,56430,6270,6270,43890,BMW,1995,YES,2911844
437,60,Ohio,500/1000,1000,"10,580",126964,FEMALE,College,armed-forces,cross-fit,unmarried,14/02/2015,Single Vehicle Collision,Front Collision,Minor Damage,SC,10,1,NO,1,NO,84480,7680,15360,61440,Chevrolet,2012,YES,4623606
310,48,Ohio,100/300,1000,"7,043",84516,FEMALE,Masters,priv-house-serv,base-jumping,other-relative,25/02/2015,Single Vehicle Collision,Front Collision,Major Damage,NC,21,1,YES,1,NO,55170,6130,6130,42910,Audi,2005,YES,2183330
271,44,Ohio,250/500,500,"11,173",134071,FEMALE,High School,tech-support,base-jumping,other-relative,14/02/2015,Single Vehicle Collision,Rear Collision,Minor Damage,SC,16,1,NO,2,NO,76230,6930,13860,55440,Volkswagen,1997,YES,3027770
67,29, Illinois,250/500,1000,"15,512",186143,MALE,High School,adm-clerical,polo,husband,15/01/2015,Single Vehicle Collision,Rear Collision,Major Damage,SC,16,1,NO,0,YES,63800,6380,6380,51040,Saab,1998,YES,1039298
317,46,Indiana,250/500,1000,"8,440",101278,MALE,MD,sales,yachting,other-relative,26/01/2015,Single Vehicle Collision,Front Collision,Major Damage,WV,18,1,NO,2,NO,104610,19020,19020,66570,Mercedes,1999,YES,2675427
65,23,Ohio,250/500,1000,"9,166",109995,FEMALE,College,sales,dancing,wife,15/01/2015,Single Vehicle Collision,Side Collision,Major Damage,NY,14,1,NO,1,YES,52400,6550,6550,39300,Accura,2005,YES,595806
364,51, Illinois,100/300,500,"10,570",126835,MALE,Masters,transport-moving,board-games,wife,10/1/2015,Single Vehicle Collision,Rear Collision,Major Damage,NY,16,1,YES,2,NO,77330,14060,14060,49210,Volkswagen,2014,YES,3847328
272,41,Ohio,250/500,2000,"7,881",94573,MALE,MD,protective-serv,chess,wife,4/2/2015,Single Vehicle Collision,Front Collision,Minor Damage,NY,23,1,NO,0,NO,84100,16820,8410,58870,Ford,2009,YES,2143655
402,54,Ohio,250/500,2000,"10,709",128509,MALE,JD,farming-fishing,board-games,not-in-family,28/02/2015,Single Vehicle Collision,Rear Collision,Major Damage,NY,19,1,NO,0,YES,67770,7530,15060,45180,Mercedes,2013,YES,4305052
102,32,Ohio,100/300,500,"12,809",153707,MALE,JD,tech-support,chess,wife,4/2/2015,Single Vehicle Collision,Side Collision,Total Loss,OH,11,1,NO,1,NO,47400,9480,4740,33180,Chevrolet,2004,YES,1306510
239,39,Indiana,250/500,2000,"5,209",62508,FEMALE,JD,protective-serv,hiking,wife,3/1/2015,Single Vehicle Collision,Front Collision,Major Damage,SC,10,1,NO,2,YES,87890,15980,7990,63920,BMW,2014,YES,1244951
142,29,Ohio,100/300,2000,"10,897",130768,FEMALE,MD,craft-repair,dancing,husband,29/01/2015,Single Vehicle Collision,Rear Collision,Major Damage,NY,10,1,YES,1,NO,54360,4530,9060,40770,Mercedes,1995,YES,1547421
183,38, Illinois,250/500,500,"12,864",154368,FEMALE,Masters,prof-specialty,paintball,not-in-family,24/01/2015,Single Vehicle Collision,Side Collision,Major Damage,NC,17,1,NO,0,YES,51920,9440,4720,37760,Audi,2001,YES,2354112
313,47,Indiana,250/500,1000,"12,968",155617,MALE,College,prof-specialty,reading,wife,7/2/2015,Single Vehicle Collision,Front Collision,Major Damage,SC,20,1,YES,1,NO,40260,3660,7320,29280,Accura,1996,YES,4059010
274,45,Indiana,250/500,1000,"11,279",135353,FEMALE,JD,tech-support,cross-fit,unmarried,14/01/2015,Single Vehicle Collision,Side Collision,Minor Damage,NY,13,1,YES,0,NO,58500,11700,0,46800,Accura,1995,YES,3090560
234,44,Indiana,500/1000,500,"14,839",178067,MALE,Associate,other-service,exercise,other-relative,19/02/2015,Single Vehicle Collision,Side Collision,Major Damage,NC,3,1,NO,1,NO,70200,7020,7020,56160,Ford,2012,YES,3472307
58,23,Ohio,500/1000,2000,"12,262",147144,MALE,High School,transport-moving,reading,own-child,20/01/2015,Single Vehicle Collision,Rear Collision,Major Damage,NC,8,1,NO,2,NO,50380,4580,9160,36640,Chevrolet,2007,YES,711196
269,41,Ohio,100/300,2000,"11,852",142221,FEMALE,Associate,handlers-cleaners,polo,unmarried,16/01/2015,Single Vehicle Collision,Side Collision,Major Damage,WV,21,1,YES,2,NO,85900,17180,17180,51540,Suburu,2005,YES,3188121
39,22,Indiana,500/1000,500,"9,777",117321,MALE,JD,farming-fishing,polo,not-in-family,14/02/2015,Single Vehicle Collision,Rear Collision,Major Damage,SC,14,1,YES,0,YES,86130,15660,7830,62640,Suburu,2009,YES,381293
119,34, Illinois,250/500,500,"10,827",129918,FEMALE,College,tech-support,hiking,wife,8/1/2015,Single Vehicle Collision,Front Collision,Major Damage,OH,7,1,YES,2,YES,45540,8280,8280,28980,Honda,1998,YES,1288354
123,29,Indiana,250/500,500,"10,080",120963,FEMALE,Masters,machine-op-inspct,chess,not-in-family,14/01/2015,Single Vehicle Collision,Rear Collision,Minor Damage,NC,17,1,YES,1,YES,73260,16280,0,56980,Volkswagen,2014,YES,1239871
404,56,Indiana,250/500,1000,"11,343",136116,FEMALE,Masters,transport-moving,cross-fit,not-in-family,15/01/2015,Single Vehicle Collision,Front Collision,Minor Damage,VA,23,1,NO,2,YES,53100,5310,5310,42480,Accura,2005,YES,4582572
197,41,Ohio,500/1000,1000,"11,040",132478,FEMALE,PhD,prof-specialty,basketball,not-in-family,10/1/2015,Single Vehicle Collision,Front Collision,Major Damage,NC,6,1,NO,2,YES,76400,15280,7640,53480,Volkswagen,1997,YES,2174847
427,60,Indiana,100/300,1000,"9,822",117861,MALE,MD,craft-repair,board-games,own-child,20/02/2015,Single Vehicle Collision,Side Collision,Major Damage,NY,23,1,YES,1,YES,90860,12980,19470,58410,Volkswagen,2004,YES,4193887
282,43,Ohio,250/500,500,"12,102",145227,MALE,MD,farming-fishing,video-games,not-in-family,8/1/2015,Single Vehicle Collision,Side Collision,Major Damage,SC,19,1,NO,1,NO,46800,4680,9360,32760,Audi,2007,YES,3412835
195,37, Illinois,100/300,1000,"11,721",140652,MALE,MD,tech-support,base-jumping,unmarried,28/01/2015,Single Vehicle Collision,Side Collision,Major Damage,SC,12,1,NO,0,NO,44200,4420,4420,35360,Jeep,2002,YES,2285595
121,34,Indiana,500/1000,500,"10,712",128542,MALE,MD,priv-house-serv,video-games,wife,21/01/2015,Single Vehicle Collision,Front Collision,Major Damage,VA,11,1,NO,1,NO,67300,6730,6730,53840,Dodge,2000,YES,1296132
156,32, Illinois,250/500,500,"12,329",147948,MALE,Masters,prof-specialty,bungie-jumping,unmarried,13/01/2015,Single Vehicle Collision,Front Collision,Major Damage,NY,15,1,YES,1,YES,74690,6790,13580,54320,Dodge,2008,YES,1923324
136,32,Indiana,100/300,500,"9,747",116962,FEMALE,JD,sales,yachting,not-in-family,4/2/2015,Single Vehicle Collision,Side Collision,Major Damage,SC,6,1,YES,0,NO,55000,10000,10000,35000,Toyota,2008,YES,1325569
179,32,Ohio,100/300,1000,"11,945",143342,FEMALE,Associate,protective-serv,base-jumping,own-child,22/01/2015,Single Vehicle Collision,Rear Collision,Major Damage,NC,4,1,YES,1,NO,54200,5420,10840,37940,Nissan,2014,YES,2138185
256,39,Ohio,250/500,1000,"1,126",13511,FEMALE,PhD,tech-support,bungie-jumping,unmarried,2/1/2015,Multi-vehicle Collision,Rear Collision,Major Damage,SC,19,3,NO,0,NO,64100,6410,6410,51280,Saab,2003,YES,288235
370,55, Illinois,100/300,2000,"8,102",97218,MALE,High School,prof-specialty,paintball,other-relative,11/1/2015,Multi-vehicle Collision,Rear Collision,Major Damage,SC,20,3,NO,0,YES,71520,17880,5960,47680,Suburu,2000,YES,2997555
8,35,Ohio,100/300,2000,"10,558",126692,MALE,Masters,sales,polo,own-child,9/1/2015,Multi-vehicle Collision,Rear Collision,Major Damage,OH,16,3,NO,1,YES,71500,16500,11000,44000,Ford,2006,YES,84461
355,47,Ohio,500/1000,2000,"1,061",12737,MALE,College,other-service,kayaking,husband,10/1/2015,Multi-vehicle Collision,Front Collision,Major Damage,WV,19,3,NO,2,NO,62800,6280,6280,50240,Audi,2003,YES,376803
215,42,Ohio,500/1000,500,"15,407",184881,MALE,JD,transport-moving,video-games,own-child,6/2/2015,Multi-vehicle Collision,Front Collision,Major Damage,WV,20,3,YES,2,YES,68520,11420,5710,51390,Suburu,2003,YES,3312451
295,42,Ohio,250/500,2000,"13,681",164173,MALE,PhD,sales,chess,not-in-family,20/01/2015,Multi-vehicle Collision,Rear Collision,Total Loss,VA,16,3,NO,0,NO,59130,6570,6570,45990,Ford,2006,YES,4035920
254,39,Indiana,100/300,500,"11,357",136287,FEMALE,MD,exec-managerial,chess,other-relative,22/02/2015,Multi-vehicle Collision,Front Collision,Minor Damage,NY,6,3,YES,2,NO,82320,13720,6860,61740,Dodge,1995,YES,2884742
87,31,Indiana,500/1000,1000,"8,951",107407,FEMALE,Masters,sales,chess,husband,27/01/2015,Multi-vehicle Collision,Rear Collision,Major Damage,NY,16,3,NO,0,YES,60940,5540,11080,44320,Nissan,2006,YES,778701
104,32,Indiana,250/500,500,"9,650",115803,MALE,High School,exec-managerial,kayaking,own-child,8/1/2015,Multi-vehicle Collision,Rear Collision,Total Loss,NY,23,3,YES,1,YES,63570,9780,9780,44010,Volkswagen,2006,YES,1003626
107,26, Illinois,500/1000,2000,"7,768",93214,MALE,MD,sales,cross-fit,own-child,10/1/2015,Multi-vehicle Collision,Rear Collision,Total Loss,SC,2,3,NO,2,NO,78650,14300,7150,57200,Audi,1996,YES,831158
111,27,Ohio,250/500,500,"12,166",145997,MALE,MD,sales,yachting,other-relative,27/02/2015,Multi-vehicle Collision,Side Collision,Major Damage,SC,2,3,NO,1,NO,80850,7350,14700,58800,Ford,2011,YES,1350472
20,23,Ohio,500/1000,1000,"14,264",171172,FEMALE,JD,tech-support,base-jumping,wife,13/01/2015,Multi-vehicle Collision,Rear Collision,Major Damage,SC,21,3,NO,2,NO,63250,5750,11500,46000,Chevrolet,2002,YES,285287
151,37,Indiana,250/500,500,"11,387",136642,FEMALE,Associate,protective-serv,cross-fit,unmarried,15/02/2015,Multi-vehicle Collision,Rear Collision,Total Loss,SC,14,3,NO,1,YES,59100,5910,5910,47280,Nissan,1998,YES,1719412
253,41,Ohio,100/300,2000,"10,940",131275,FEMALE,PhD,sales,dancing,other-relative,1/1/2015,Multi-vehicle Collision,Rear Collision,Major Damage,SC,10,3,NO,2,YES,80740,7340,14680,58720,Toyota,2014,YES,2767715
290,45, Illinois,100/300,500,"9,042",108503,FEMALE,JD,sales,cross-fit,wife,1/3/2015,Multi-vehicle Collision,Side Collision,Total Loss,VA,23,3,YES,2,NO,64800,12960,6480,45360,Audi,2014,YES,2622156
451,61,Indiana,250/500,2000,"13,489",161865,FEMALE,Associate,transport-moving,polo,unmarried,4/2/2015,Multi-vehicle Collision,Rear Collision,Major Damage,OH,3,3,YES,2,YES,78100,15620,7810,54670,Chevrolet,1997,YES,6083426
159,33,Indiana,100/300,2000,"12,190",146276,FEMALE,College,craft-repair,skydiving,husband,24/02/2015,Multi-vehicle Collision,Rear Collision,Major Damage,NY,23,3,YES,2,NO,44880,8160,4080,32640,Mercedes,2004,YES,1938157
313,50,Ohio,100/300,2000,"10,464",125562,MALE,MD,armed-forces,polo,unmarried,2/2/2015,Multi-vehicle Collision,Side Collision,Major Damage,OH,18,3,YES,2,YES,69000,13800,6900,48300,Ford,1995,YES,3275076
168,39, Illinois,500/1000,1000,"11,580",138959,FEMALE,Masters,machine-op-inspct,exercise,own-child,24/02/2015,Multi-vehicle Collision,Rear Collision,Major Damage,NY,23,3,YES,1,NO,41580,3780,7560,30240,Chevrolet,2015,YES,1945426
96,29,Indiana,250/500,1000,"1,062",12747,MALE,College,prof-specialty,hiking,other-relative,11/1/2015,Multi-vehicle Collision,Rear Collision,Major Damage,NC,15,3,YES,2,YES,55400,5540,11080,38780,Chevrolet,2004,YES,101976
371,50,Indiana,250/500,1000,"13,078",156933,MALE,PhD,machine-op-inspct,board-games,not-in-family,29/01/2015,Multi-vehicle Collision,Side Collision,Major Damage,WV,2,3,NO,2,YES,84500,13000,13000,58500,Volkswagen,2011,YES,4851845
175,39,Indiana,500/1000,500,"11,328",135936,MALE,PhD,exec-managerial,hiking,husband,8/2/2015,Multi-vehicle Collision,Front Collision,Major Damage,SC,9,3,YES,2,YES,71610,13020,6510,52080,Toyota,2012,YES,1982400
258,41, Illinois,100/300,500,"8,685",104225,MALE,Masters,exec-managerial,reading,unmarried,8/2/2015,Multi-vehicle Collision,Rear Collision,Major Damage,NC,0,3,NO,2,NO,81240,6770,20310,54160,Mercedes,2008,YES,2240838
335,48, Illinois,500/1000,2000,"8,483",101797,FEMALE,MD,machine-op-inspct,chess,wife,19/02/2015,Multi-vehicle Collision,Front Collision,Total Loss,WV,21,3,NO,0,YES,35860,3260,6520,26080,BMW,2005,YES,2841833
97,26,Ohio,250/500,1000,"10,588",127055,MALE,Masters,protective-serv,chess,unmarried,20/01/2015,Multi-vehicle Collision,Side Collision,Total Loss,NC,10,3,YES,2,NO,84920,7720,15440,61760,Jeep,2006,YES,1027028
242,44, Illinois,500/1000,2000,"11,641",139689,FEMALE,College,priv-house-serv,chess,other-relative,4/2/2015,Multi-vehicle Collision,Front Collision,Minor Damage,SC,15,3,NO,1,YES,66900,6690,13380,46830,Suburu,1999,YES,2817062
290,45,Ohio,100/300,1000,"1,093",13113,FEMALE,Associate,machine-op-inspct,chess,wife,10/1/2015,Multi-vehicle Collision,Side Collision,Major Damage,NY,23,3,YES,0,YES,52650,5850,5850,40950,Ford,2001,YES,316898
144,37,Ohio,250/500,2000,"15,808",189691,FEMALE,PhD,handlers-cleaners,sleeping,not-in-family,24/01/2015,Multi-vehicle Collision,Rear Collision,Major Damage,SC,17,3,YES,1,NO,54400,5440,10880,38080,Chevrolet,2015,YES,2276292
115,31,Ohio,500/1000,1000,"8,764",105167,FEMALE,Associate,exec-managerial,bungie-jumping,not-in-family,1/3/2015,Multi-vehicle Collision,Side Collision,Major Damage,WV,18,3,YES,0,NO,34160,0,4270,29890,Audi,2005,YES,1007850
175,36,Ohio,500/1000,500,"9,879",118544,MALE,Masters,exec-managerial,kayaking,not-in-family,30/01/2015,Multi-vehicle Collision,Rear Collision,Major Damage,NC,15,3,YES,2,YES,42680,3880,7760,31040,Accura,2006,YES,1728767
134,29,Ohio,100/300,2000,"11,776",141314,FEMALE,PhD,sales,board-games,own-child,22/02/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,7,3,NO,2,NO,34650,7700,3850,23100,Dodge,2007,NO,1578006
447,61,Ohio,100/300,2000,"9,476",113716,FEMALE,High School,exec-managerial,skydiving,other-relative,15/02/2015,Multi-vehicle Collision,Front Collision,Major Damage,SC,21,3,YES,1,YES,114920,17680,17680,79560,Audi,2006,NO,4235921
155,35, Illinois,500/1000,1000,"9,070",108834,FEMALE,Associate,adm-clerical,yachting,other-relative,24/02/2015,Multi-vehicle Collision,Front Collision,Total Loss,NY,16,3,YES,2,NO,29790,3310,3310,23170,BMW,2008,NO,1405773
37,23, Illinois,500/1000,500,"12,299",147593,FEMALE,College,prof-specialty,hiking,husband,16/01/2015,Multi-vehicle Collision,Side Collision,Minor Damage,SC,17,3,YES,1,NO,51660,5740,5740,40180,Dodge,2010,NO,455078
